EU-Innenkommissarin Ylva Johansson spricht von Einwandern, die im März angekommen sind. Das sind keine Einwanderer, sondern kulturfremde Okkupanten und Asylerpresser, die im Westen Sozialhilfe abgreifen wollen. Wie lange müssen die Bürger der EU diesen Asylantentourismus noch ertragen. Warum wird die EU-Außengrenze nicht endlich wirksam geschützt und hermetisch abgeriegelt, damit Europa nicht noch weiter mit Scheinasylanten geflutet wird?! 	1 1 1 1 1 1 1 1 1 1
Die Flüchtlinge wissen, was sie tun, und wenn sie kleine Kinder mitnehmen, so ist das ihre Entscheidung, damit hat der Rest der Welt nichts zu tun! Leid gibt es auf der ganzen Welt. Und wenn nun pressewirksam Kinder als Druckmittel eingesetzt werden, so sollten, im Kindeswohl, die ganzen Familien wieder dorthin gebracht werden, wo sie herkommen.	1 1 1 1 1 1 1 1 1 1
... sind in den jeweiligen Botschaften/ Konsulate bzw ständigen Vertretungen des möglichen Ziellandes im entsprechenden Herkunftsland zu stellen, und zwar unter Vorlage eines entsprechenden Identitätsnachweises und der Angabe von hinreichenden Gründen welche dementsprechend nachzuweisen sind. So wird geklärt wer schutzbedürftig und somit Asylberichtigter ist. Weiterhin ist Aufklärung diesbezüglich notwendig welcher Personenkreis überhaupt eine Aussicht auf positiven Entscheid hat. Gelder an "Warlords" oder "Deals" mit Transitländern kosten unnötige Steuergelder und helfen niemandem.	1 1 1 1 1 1 1 1 1 1
Was wir brauchen, sind gut ausgebildete Menschen, die wir - als Einwanderer - selbst auswählen. Alle anderen (außer anzuerkennenden Asylbewerbern) brauchen wir nicht und müssen sie ablehnen. Für die gilt : Ihr bringt uns nix, kostet nur und das Boot ist voll von Euch.	1 1 1 1 1 1 1 1 1 1
Es spielt doch überhaupt keine Rolle ob dort 5 Flüchtlinge/Migranten stehen oder 500.000. Die Grenzen sollten gesichert sein und ohne ausführliche Kontrollen und Überprüfungen hat niemand das Recht die EU zu betreten. Und selbstverständlich ist nur Menschen mit begründetem und nachvollziehbarem Asylanspruch der Eintritt in die EU zu gestatten. Und da alle Menschen dort schon mehrere Länder durchquert haben, die sicher sind, ist niemandem der Einlaß zu gewähren. Schließlich gibt es geltende Gesetze, die von jedermann einzuhalten sind. Auch von Politikern, die sich trotz anderslautenden Aussagen immer noch nicht um eine umfassende Fluchtursachenbeseitigung kümmern wollen. Und das seit mindestens 4 Jahren bzw. noch nie. Lieber schaffen sie durch weitere ungehemmte Waffenverkäufe neue Fluchtursachen. 	1 1 1 1 1 1 1 0 1 1
Sich ganz raushalten und auch nicht ausbeuten ( - gut, das tun eh andere als wir -) wäre das Richtige.	1 0 1 1 1 0 1 0 1 0
Wen wundern solche Nachrichten wirklich noch? Diese Verarsche kennt man doch inzwischen bis zum Abwinken. Trotzdem gut, es immer wieder zu dokumentieren. Man sollte gerade die Bilder – hier speziell den ACAB-begeisterten Asselborn – gut archivieren. Damit man jederzeit belegen kann, wie unsere Vorturner ticken. Einzelne junge unbegleitete Mädchen kann ich mir in einer solchen Migrantenumgebung, ehrlich gesagt, kaum vorstellen. Das wäre wie Schäfchen im Wolfsrudel. In einer Hinsicht aber ist das Geschlecht egal: sie sind alle nur Vorhut und Türöffner für den nachziehenden Familienclan. 	1 1 0 1 1 1 1 1 1 1
Sollten Sie Probleme damit haben, daß jemand von „Einwanderen“ spricht und damit etwas anderes meint, so gibt es im Deutschen das gute alte Mittel der Distanzierung durch Anführungszeichen. Sollte die Sozialsenatorin tatsächlich von „Einwanderern“ gesprochen haben, gehört das Wort selbstverständlich in Anführungszeichen, auch Gänsefüßchen genannt. (Dies träfe aber nur für das erste Vorkommen von „Einwandern“ zu. Im weiteren benutzen Sie selbst in Ihrem eigenen Text das Wort fälschlich für Asylbewerber.) Das ist grundlegendes journalistisches Handwerk. Daran mangelt es im übrigen auch in der Gestaltung der Überschrift: Der modische, vom SPIEGEL eingeführte und allen anderen nachgemacht Doppelpunkt ist hier wie so oft völlig sinnentstellend angewendet. Lesen Sie in der Grammatik nach, wozu der Doppelpunkt dient und wie er vom Leser verstanden wird. In diesem Fall muß man denken, die Senatorin ginge mit Protesten und Brandstiftungen gegen Flüchtlinge vor. … 	0 0 0 0 0 1 1 0 0 0
Warum denn nicht? Man kann Migranten auch mit Flugzeugen wieder zurück in ihre Heimatländer bringen!	1 1 1 1 1 1 1 1 1 1
illegale Migranten zu Flüchtlingen umzudeuten. Wer da über das Mittelmeer kommt war in seiner Heimat keiner Verfolgung ausgesetzt. Er hat tausende Euro zusammengebracht um die Reise zu finanzieren, war also auch nicht von Hunger bedroht. Der einzige Weg das Sterben auf dem Mittelmeer zu beenden ist die konsequente Rückführung der Migranten.	1 1 1 1 1 1 1 1 1 1
Herr Hackenberger hat einen informativen und realistischen Artikel geschrieben. Die Folgen für Deutschland wären allerdings verheerend, wenn noch einmal Millionen Flüchtlinge nach Deutschland kommen würden. Das würde wahrscheinlich zum offenen Konflikt zwischen den No Border und Flüchtlingsbefürwortern und deren Gegnern führen . Die Wahrscheinlichkeit. daß unter den dann entstehenden,  chaotischen  Umständen, die AfD über Nacht zur stärksten Partei werden könnte, wäre dann sehr hoch. Alle diejenigen deutschen Politiker, die am syrischen Frühling mitgewirkt haben, sollten spätestens jetzt,in sich gehen, und Alles tun, um ein Deutschland in sicheren Grenzen zu gewährleisten. Sonst wird das unvorstellbare, vorstellbar.	1 1 1 1 1 1 1 1 1 1
allerdings solange Schlepper und der Geldbeutel von Migranten bestimmen, wer den Weg nach Europa schafft, wird sich nichts ändern. Die Aktion des OB ist somit keine Basis für eine Migrationspolitik, letztlich ist es die Unterstützung krimineller Banden. Die EUR 5.000,- die ein unbegleitetes Kind monatlich bei uns kosten soll, würden vor Ort bzw. in den UNHCR Lagern weit mehr Kindern helfen, als einem hier in Deutschland.	1 1 1 1 1 1 1 1 1 1
>Auch der Berliner Psychologe Ahmad Mansour sieht die Ausweitung des Gebetsrufs kritisch. „Dagegen spricht die Erfahrung“, sagt er WELT. Man habe in Berlin-Neukölln erlebt, dass der Gebetsruf auf eine ganz bestimmte Art interpretiert worden sei. „Es kamen viele Leute zusammen und haben gefeiert, dass Gebetsrufe möglich waren. Sie haben Videos gemacht, die weltweit geteilt wurden. Der Tenor dieser Videos war nicht, zu zeigen, dass in Deutschland die Religionsfreiheit gilt“, sagt Mansour. Dies sei bereits der Fall. „Der Tenor war: Seht mal, Deutschland ist muslimisch.“ Dadurch aber entstehe nicht ein Mehr an Solidarität, sondern kämen zusätzliche gesellschaftliche Spannungen auf.  Sebastian Pulfrich von der CDU Haiger schlägt nun eine neue Form des Gebetsrufs vor. „Man könnten den Moscheen gestatten, ein akustisches Signal oder ein Lichtsignal als Zeichen der Solidarität zu senden.“ Auf eine textliche Botschaft müssten die muslimischen Gemeinden dann allerdings verzichten.<  Wir dürfen unsere Angehörigen nur im kleinen Kreis beisetzen, während für Andersgläubige Straßen gesperrt werden....   "Zusammenhalt und Solidarität“ von Seiten der moslemischen Gemeinden wäre ein schönes Zeichen	0 1 0 0 1 0 1 0 0 0
Dieses Jahr gehen 600000 mehr in Rente als neu auf den Arbeitsmarkt kommen, nächstes ist die Differenz noch größer. Die arbeitslosen Einheimischen sind zunehmend nicht ausbildungsfähig oder willig und persönliche Work Live Balance schließt Berufe mit Arbeitszeiten rund um die Uhr aus, unabhängig von der Bezahlung. Die größte Bedrohung für unser Volk sind nicht in erster Linie die Ausländer, sondern die Deutschen selber, die diesen Zustand bewusst zugelassen haben. Eigentlich müssten wir erst einmal vor unserer eigenen Haustüre kehren, aber die übergroße Mehrheit will das gar nicht, müsste sie doch Opfer bringen. Jedes Volk erhält die Zukunft, die sie selber gestaltet hat. 	1 1 1 1 1 1 1 1 1 1
Was soll das? Wir holen 40000 Leute im Land von denen wir mehr oder weniger nichts wissen. Wie sollen die denn überwacht werden? Sollen die überhaupt überwacht werden? Oder bekommen die von Seehofer Handzettel ,wie man sich zu verhalten hat? Ich muss wirklich sagen einen so durchdachten Plan habe ich schon lange nicht mehr gesehen. Und der Michel lächelt und nickt. Den Erntehelfern kann man keinen Vorwurf machen. Die beiden da oben auf dem Foto gehören in Untersuchungshaft. 	1 1 1 1 1 1 1 1 1 1
Wer sich nicht benimmt, fliegt raus 	0 0 0 0 0 0 1 1 0 0
Ich glaube, dass die SPD muss sich mit solchen Leuten keine Sorgen um ihre Zukunft machen, sie wird vermutlich keine haben! Der sollte sich zuerst um die Menschen kümmern, die ihn gewählt haben! Da hat er sicher auch in Potsdam genug zu tun!	1 1 1 0 1 1 1 1 1 1
„EU-Kommissionspräsidentin Ursula von der Leyen und EU-Ratspräsident Charles Michel verfolgten die Lage an den EU-Außengrenzen zur Türkei mit Besorgnis. "Unsere oberste Priorität ist, dass Griechenland und Bulgarien unsere volle Unterstützung haben", twitterte von der Leyen“ Ich hielte es angesichts deren offensichtlicher Notlage für angebrachter, wenn diese Besorgnis statt den „EU-Außengrenzen“ dem Schicksal der („dank“ der Politik) zwischen alle Fronten Geratenen gelten würde. Nebenbei: Wer bzw. was genau soll da „verstärkt“ werden? Und was genau soll konkret die „Aufgabe“ der dazu „Verpflichteten“ sein? 	1 1 1 1 1 1 1 1 1 1
Solche Leute fühlen sich in ihrer Ideologie durch die rechtsradikale AfD legitimiert. Heraus kommen schwerste Straftaten wie der Mord an Walter Lübcke. Deswegen muss die AfD verboten werden!	1 0 1 0 1 1 1 1 1 1
Ich gehe mal bei rot über die Straße oder zahle nicht pünktlich meine Steuer und werde gleich verhaftet oder muss Strafe zahlen und dieser Mann hat Narrenfreiheit und nichts passiert! Wie kann das sein? Beim ersten Vergehen sollten solche Leute ohne Verhandlung (denn das zahlt mal wieder der Steuerzahler) gleich wieder zurück geschickt werden!!!! Registrieren damit er ja nicht wieder rein kommt! Also unser Rechtssystem bestraft das eigene Volk aber das ausländische hat Narrenfreiheit! Ich hoffe die Leute wählen endlich die einzig richtige Partei damit in Deutschland endlich mal wieder Ruhe einkehrt und Ordnung! Das ist doch nur noch eine Bananenrepublik. Und Demokratie existiert bei uns auch nicht mehr! Denn dieser Kommentar wird bestimmt nicht freigegeben! Meinungsfreiheit!!!!	1 1 1 1 1 1 1 1 1 1
zu erwarten das Politiker einfach über dem Willen der Bürger entscheiden,denn die Mehrheit wollen nicht noch mehr denn aus 1000 oder 1500 werden später dann 10 000 und mehr dann hat der 4 Eltern,80 Onkels 80 Tanten und soweiter ,hoffe hört mal einer von den Politkern zu was herr Brinkhaus zu sagen hat,hoffe ich. 	1 1 1 1 1 1 1 1 1 1
Sie wissen wahrscheinlich, dass Sie die Unwahrheit verbreiten, denn die Mehrheit ist sehrwohl für die Aufnahme: Alle Umfragen der seriösen Meinungsumfragen belegen das; Bsp. Quelle Focus (tinyurl.com/twlcezw) Aber um es nochmal deutlich zu betonen: entscheidend ist auch hier keine Meinungsumfrage sondern die humanitäre Verpflichtung, die in Menschenrechtscharta, Genfer Konvention und einerseits nationales und andererseits europäisches Recht gegossen ist. Die Weigerung der Abteilung "Unzivilgesellschaft" (Prantl) in trauter Verbindung zu afd und den nationalistisch-völkischen Regierungen mancher EU-Länder das nicht nur zu akzeptieren sondern politisch als Agenda zu vertreten, ist skandalös. 	1 1 1 1 1 1 1 0 1 1
Potsdam gehört doch zu Berlin.Mit anderen Worten rot/grün versucht wieder mit Aufnahme von Kindern sich Zuschüsse aus der Republik zu besorgen. Ich hoffe ja wohl das sein Wählerbezirk für die Kosten alleine aufkommen wird und nicht wieder nach dem Länderfinanzausgleich geschriehen wird. Bei 5 Kinder a 5000 Euro= 25000 € im Monat mal 12 = 300000 € im Jahr "ohne" das die Familien, die dann sicherlich noch Nachgeholt werden, zusammen kommen	1 1 1 1 1 1 1 1 1 1
Erdogan ist kein Kleinkind oder rebellierender Jugendlicher, Herr Röttgen. Wenn Erdogan spielen will, sollten wir einfach nicht mitspielen. Grenzen schützen, Griechenland und Bulgarien unterstützen, wo es geht, Zahlungen an die Türkei einstellen. Nur noch mit Syrien und Russland reden, wie die Flüchtlinge geschützt und versorgt werden können, Garantien und Hilfen für Rückkehrer fixieren. 	1 1 1 1 1 1 1 1 1 1
